Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1998-99,PHI*,NBA,50,28,22,0.56,2.06,0.5,2.56,88.6,99.9,97.6,0.439,15.3,34.2,0.276,0.454,17.1,30.2,0.249
1998-99,PHO*,NBA,50,27,23,0.54,2.26,-0.11,2.15,90,105.8,103.3,0.481,13,28.4,0.231,0.485,15.4,30.2,0.216
1998-99,POR*,NBA,50,35,15,0.7,6.36,-0.69,5.67,89.2,104.8,97.7,0.473,14.5,31.8,0.253,0.445,14.9,28.2,0.233
1998-99,SAC*,NBA,50,27,23,0.54,-0.42,-0.47,-0.89,96,102.7,103.1,0.479,14.7,30.6,0.205,0.471,13.7,32.3,0.176
1998-99,SAS*,NBA,50,37,13,0.74,8.06,-0.94,7.12,88.6,104,95,0.479,14.6,30.4,0.259,0.423,13.8,30.5,0.198
1998-99,SEA,NBA,50,25,25,0.5,-1.08,-0.35,-1.43,89.6,105,106.2,0.481,14.3,31.9,0.232,0.489,14.1,31.4,0.213
1998-99,TOR,NBA,50,23,27,0.46,-1.64,0.33,-1.32,88.8,102,103.9,0.45,15,33.8,0.257,0.473,14.8,29.8,0.258
1998-99,UTA*,NBA,50,37,13,0.74,6.52,-0.99,5.54,87,105.8,98.4,0.485,16,30,0.32,0.441,14.4,29.6,0.242
1998-99,VAN,NBA,50,8,42,0.16,-8.66,-0.28,-8.94,89,98.4,107.9,0.447,16,30.9,0.263,0.492,14.7,33.1,0.261
1998-99,WAS,NBA,50,18,32,0.36,-2.24,0.49,-1.75,89.8,101.2,103.7,0.468,14.1,28.2,0.213,0.474,15.1,30.5,0.273
1998-99,ATL*,NBA,50,31,19,0.62,2.9,-0.08,2.82,85.3,100.5,97.1,0.436,14.5,33.1,0.277,0.437,13.4,27.9,0.202
1998-99,BOS,NBA,50,19,31,0.38,-1.86,0.11,-1.75,91.5,100.4,102.4,0.469,14.8,30.6,0.179,0.465,15.6,30.6,0.287
1998-99,CHH,NBA,50,26,24,0.52,-0.1,0.73,0.63,89.7,102.3,102.4,0.485,15.5,24.4,0.278,0.461,14.3,30.5,0.24
1997-98,ATL*,NBA,82,50,32,0.61,3.51,0.34,3.85,87.7,108.2,104.3,0.481,14.1,33.9,0.275,0.468,13,30.9,0.194
1997-98,BOS,NBA,82,36,46,0.439,-2.62,0.66,-1.96,93.3,102.6,105.4,0.464,14.6,32.8,0.206,0.504,19,33.2,0.343
1997-98,CHH*,NBA,82,51,31,0.622,2,0.45,2.45,89.4,107.5,105.3,0.495,14.6,30.4,0.259,0.493,14.6,29.2,0.224
1997-98,CHI*,NBA,82,62,20,0.756,7.11,0.13,7.24,89,107.7,99.8,0.473,13.3,35.7,0.219,0.457,14.7,29.4,0.22
1997-98,CLE*,NBA,82,47,35,0.573,2.73,0.33,3.06,89.9,102.2,99.1,0.478,16.5,30,0.266,0.46,16.8,28.9,0.264
1997-98,DAL,NBA,82,20,62,0.244,-6.11,-0.22,-6.33,89.9,100.5,107.2,0.458,13.6,27.6,0.194,0.488,14,34.9,0.195
1997-98,DEN,NBA,82,11,71,0.134,-11.78,0.04,-11.74,89.7,99,112.1,0.44,15.1,30.2,0.259,0.506,14.3,33.7,0.285
1997-98,DET,NBA,82,37,45,0.451,1.57,0.37,1.95,88.2,105.3,103.5,0.472,14,30.9,0.267,0.474,14.8,29.8,0.243
1997-98,GSW,NBA,82,19,63,0.232,-9.12,-0.08,-9.2,91.4,95.8,105.7,0.427,15.1,33.7,0.197,0.469,13,31.4,0.247
1997-98,HOU*,NBA,82,41,41,0.5,-0.76,-0.47,-1.23,91,107.7,108.6,0.496,14.8,29.8,0.251,0.499,13.3,30.7,0.208
1997-98,IND*,NBA,82,58,24,0.707,6.09,0.16,6.25,87.9,108.4,101.6,0.502,14,27.9,0.262,0.453,14.4,32.2,0.236
1997-98,LAC,NBA,82,17,65,0.207,-7.37,-0.16,-7.53,92.4,103.3,111.2,0.477,14.8,29.6,0.221,0.498,12.9,33.9,0.243
1997-98,LAL*,NBA,82,61,21,0.744,7.74,-0.87,6.88,93.6,111.9,103.7,0.519,14,31.6,0.285,0.467,14.1,31.2,0.245
1997-98,MIA*,NBA,82,55,27,0.671,4.93,0.16,5.09,87.9,107.6,102,0.494,14.5,31.5,0.243,0.452,14.2,30.4,0.257
1997-98,MIL,NBA,82,36,46,0.439,-1.91,0.58,-1.33,90.2,103.5,105.6,0.475,15.8,31.4,0.26,0.485,15.5,30.9,0.282
1997-98,MIN*,NBA,82,45,37,0.549,0.71,-0.54,0.17,92.6,107.8,107.1,0.483,12.7,30.6,0.244,0.48,13.5,31.5,0.24
1997-98,NJN*,NBA,82,43,39,0.524,1.57,0.31,1.88,91,108.3,106.6,0.463,12.9,36.7,0.253,0.499,16.7,33.6,0.258
1997-98,NYK*,NBA,82,43,39,0.524,2.46,0.28,2.74,88.2,103,100.3,0.476,14.7,29.5,0.218,0.455,14.7,26,0.282
1997-98,ORL,NBA,82,41,41,0.5,-1.07,0.54,-0.53,87.1,102.6,103.8,0.452,14.5,34.2,0.24,0.478,14.8,33.1,0.202
1997-98,PHI,NBA,82,31,51,0.378,-2.39,0.5,-1.89,90.4,102.8,105.4,0.462,15.4,32.5,0.271,0.481,15.1,32.7,0.256
1997-98,PHO*,NBA,82,56,26,0.683,5.18,-0.75,4.44,91.4,107.4,101.8,0.5,14,29.7,0.217,0.471,15.3,30,0.227
1997-98,POR*,NBA,82,46,36,0.561,1.4,-0.57,0.83,90,104,102.4,0.476,15.8,33,0.256,0.46,13.4,28.6,0.249
1997-98,SAC,NBA,82,27,55,0.329,-5.59,-0.25,-5.83,92.1,100.8,106.9,0.464,14.3,30.2,0.215,0.482,14,33.4,0.23
1997-98,SAS*,NBA,82,56,26,0.683,3.99,-0.69,3.3,88.4,103.8,99.4,0.493,15.6,30.6,0.241,0.437,12.2,27.8,0.218
1997-98,SEA*,NBA,82,61,21,0.744,7.17,-0.84,6.33,89.8,111.6,103.6,0.521,13.4,28.7,0.236,0.478,15.9,33.9,0.223
1997-98,TOR,NBA,82,16,66,0.195,-9.27,0.94,-8.33,92.6,101.2,111,0.462,15.1,32.1,0.217,0.508,14.9,37.1,0.235
1997-98,UTA*,NBA,82,62,20,0.756,6.54,-0.81,5.73,89.2,112.7,105.4,0.51,14.8,32.3,0.334,0.471,13.5,29,0.271
1997-98,VAN,NBA,82,19,63,0.232,-7.3,-0.17,-7.47,92.1,104.1,112,0.482,15.8,31.5,0.242,0.507,13,33.1,0.24
1997-98,WAS,NBA,82,42,40,0.512,0.59,0.53,1.11,91.8,105.2,104.5,0.476,13,31.2,0.219,0.481,15.1,30.5,0.248
